,wonum,parent,priority,site,bdpocdiscipline,estdur,targstartdate,targcompdate,r_estdur
1065,H13830291,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1066,H13830293,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1067,H13830295,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1068,H13830297,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1069,H13830299,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1070,H13830301,,1,HT,E&I,72.0,01/03/0002,30/04/0002,8
1071,H13830303,H13830301,1,HT,E&I,14.4,01/03/0002,30/04/0002,2
1072,H13830305,H13830301,1,HT,E&I,14.4,01/03/0002,30/04/0002,2
1073,H13830307,H13830301,1,HT,E&I,14.4,01/03/0002,30/04/0002,2
1074,H13830309,H13830301,1,HT,E&I,14.4,01/03/0002,30/04/0002,2
1075,H13830311,H13830301,1,HT,E&I,14.4,01/03/0002,30/04/0002,2
1076,H13830313,,1,Not Defined,MECH,80.0,01/03/0002,30/04/0002,8
1077,H13830315,,1,MT,PROD,12.0,01/03/0002,30/04/0002,2
1078,H13830317,,1,HT,PROD,12.0,01/03/0002,30/04/0002,2
1079,H13830319,,1,HT,PROD,24.0,01/03/0002,30/04/0002,3
1080,H13830321,,1,MT,PROD,12.0,01/03/0002,30/04/0002,2
1081,H13830323,,1,HT,PROD,12.0,01/03/0002,30/04/0002,2
1082,H13830325,,1,HT,PROD,162.0,01/03/0002,30/04/0002,17
1083,H13830667,,1,Not Defined,RES,40.0,01/03/0002,02/04/0002,4
1084,H13830669,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1085,H13830671,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1086,H13830673,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1087,H13830675,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1088,H13830677,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1089,H13830679,H13830667,1,HT,RES,6.66666666666667,01/03/0002,01/04/0002,1
1090,H13830681,,1,HT,RES,12.0,01/03/0002,30/04/0002,2
1091,H13830683,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1092,H13830685,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1093,H13830687,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1094,H13830689,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1095,H13830691,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1096,H13830693,H13830681,1,HT,RES,2.0,01/03/0002,30/04/0002,1
1097,H13830695,,1,HT,E&I,20.0,01/03/0002,30/04/0002,2
1098,H13830701,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1099,H13830707,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1100,H13830713,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1101,H13830719,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1102,H13830725,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1103,H13830731,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1104,H13830737,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1105,H13830743,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1106,H13830749,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1107,H13830755,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1108,H13830761,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1109,H13830767,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1110,H13830773,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1111,H13830779,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1112,H13830785,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1113,H13830791,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1114,H13830797,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1115,H13830803,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1116,H13830809,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1117,H13830815,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1118,H13830821,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1119,H13830827,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1120,H13830833,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1121,H13830839,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1122,H13830845,H13830695,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1123,H13830851,,1,HT,E&I,20.0,01/03/0002,30/04/0002,2
1124,H13830857,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1125,H13830863,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1126,H13830869,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1127,H13830875,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1128,H13830881,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1129,H13830887,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1130,H13830893,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1131,H13830899,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1132,H13830905,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1133,H13830911,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1134,H13830917,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1135,H13830923,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1136,H13830929,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1137,H13830935,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1138,H13830941,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1139,H13830947,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1140,H13830953,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1141,H13830959,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1142,H13830965,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1143,H13830971,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1144,H13830977,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1145,H13830983,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1146,H13830989,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1147,H13830995,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1148,H13831001,H13830851,1,HT,E&I,0.8,01/03/0002,30/04/0002,1
1149,H13831007,,1,MT,E&I,50.0,01/03/0002,30/04/0002,5
1150,H13831013,,1,Not Defined,MECH,8.0,01/03/0002,30/04/0002,1
1151,H13831015,,1,HT,MECH,4.0,01/03/0002,30/04/0002,1
1152,H13831025,,1,HT,PROD,4.0,01/03/0002,30/04/0002,1
1153,H13831029,,1,HT,MECH,20.0,01/03/0002,30/04/0002,2
1154,H13831043,,1,HT,MECH,10.0,03/03/0002,30/04/0002,1
1155,H13831049,,1,HT,E&I,77.0,03/03/0002,30/04/0002,8
1156,H13831059,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1157,H13831069,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1158,H13831079,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1159,H13831089,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1160,H13831099,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1161,H13831109,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1162,H13831119,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1163,H13831129,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1164,H13831139,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1165,H13831149,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1166,H13831159,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1167,H13831169,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1168,H13831179,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1169,H13831189,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1170,H13831199,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1171,H13831209,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1172,H13831219,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1173,H13831229,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1174,H13831239,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1175,H13831249,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1176,H13831259,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1177,H13831269,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1178,H13831279,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1179,H13831289,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1180,H13831299,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1181,H13831309,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1182,H13831319,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1183,H13831329,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1184,H13831339,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1185,H13831349,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1186,H13831359,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1187,H13831369,H13831049,1,HT,E&I,2.40625,03/03/0002,30/04/0002,1
1188,H13831382,,1,HT,PROD,15.0,03/03/0002,30/04/0002,2
1189,H13831386,,1,HT,PROD,1.0,03/03/0002,30/04/0002,1
1190,H13831388,,1,HT,PROD,1.0,03/03/0002,30/04/0002,1
1191,H13831390,,1,HT,PROD,0.5,03/03/0002,30/04/0002,1
1192,H13831392,,1,HT,PROD,1.0,03/03/0002,30/04/0002,1
1193,H13831394,,1,HT,PROD,36.0,03/03/0002,30/04/0002,4
1194,H13831396,,1,HT,PROD,2.0,03/03/0002,30/04/0002,1
1195,H13831400,,1,HT,PROD,24.0,03/03/0002,30/04/0002,3
1196,H13831402,,1,MT,PROD,48.0,03/03/0002,30/04/0002,5
1197,H13831404,,1,MT,PROD,2.0,03/03/0002,30/04/0002,1
1198,H13831406,,1,HT,PROD,15.0,03/03/0002,30/04/0002,2
1199,H13831410,,1,HT,E&I,24.0,03/03/0002,30/04/0002,3
1200,H13831412,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1201,H13831414,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1202,H13831416,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1203,H13831418,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1204,H13831420,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1205,H13831422,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1206,H13831424,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1207,H13831426,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1208,H13831428,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1209,H13831430,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1210,H13831432,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1211,H13831434,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1212,H13831436,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1213,H13831438,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1214,H13831440,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1215,H13831442,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1216,H13831444,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1217,H13831446,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1218,H13831448,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1219,H13831450,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1220,H13831452,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1221,H13831454,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1222,H13831456,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1223,H13831458,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1224,H13831460,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1225,H13831462,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1226,H13831464,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1227,H13831466,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1228,H13831468,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1229,H13831470,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1230,H13831472,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1231,H13831474,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1232,H13831476,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1233,H13831478,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1234,H13831480,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1235,H13831482,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1236,H13831484,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1237,H13831486,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1238,H13831488,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1239,H13831490,H13831410,1,HT,E&I,0.6,03/03/0002,30/04/0002,1
1240,H13831492,,1,HT,E&I,40.0,03/03/0002,30/04/0002,4
1241,H13831494,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1242,H13831496,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1243,H13831498,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1244,H13831500,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1245,H13831502,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1246,H13831504,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1247,H13831506,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1248,H13831508,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1249,H13831510,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1250,H13831512,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1251,H13831514,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1252,H13831516,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1253,H13831518,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1254,H13831520,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1255,H13831522,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1256,H13831524,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1257,H13831526,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1258,H13831528,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1259,H13831530,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1260,H13831532,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1261,H13831534,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1262,H13831536,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1263,H13831538,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1264,H13831540,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1265,H13831542,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1266,H13831544,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1267,H13831546,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1268,H13831548,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1269,H13831550,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1270,H13831552,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1271,H13831554,H13831492,1,HT,E&I,1.29032258064516,03/03/0002,30/04/0002,1
1272,H13831568,,1,HT,PROD,13.0,04/03/0002,30/04/0002,2
1273,H13831571,,1,MT,E&I,20.0,04/03/0002,30/04/0002,2
1274,H13831573,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1275,H13831575,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1276,H13831577,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1277,H13831579,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1278,H13831581,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1279,H13831583,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1280,H13831585,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1281,H13831587,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1282,H13831589,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1283,H13831591,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1284,H13831593,H13831571,1,MT,E&I,1.81818181818182,04/03/0002,30/04/0002,1
1285,H13831595,,1,Not Defined,PROD,72.0,04/03/0002,07/04/0002,8
1286,H13831597,,1,Not Defined,PROD,24.0,04/03/0002,05/04/0002,3
1287,H13831603,,1,MT,E&I,20.0,05/03/0002,30/04/0002,2
1288,H13831605,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1289,H13831607,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1290,H13831609,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1291,H13831611,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1292,H13831613,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1293,H13831615,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1294,H13831617,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1295,H13831619,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1296,H13831621,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1297,H13831623,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1298,H13831625,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1299,H13831627,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1300,H13831629,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1301,H13831631,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1302,H13831633,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1303,H13831635,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1304,H13831637,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1305,H13831639,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1306,H13831641,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1307,H13831643,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1308,H13831645,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1309,H13831647,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1310,H13831649,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1311,H13831651,H13831603,1,MT,E&I,0.833333333333333,05/03/0002,30/04/0002,1
1312,H13831653,,1,HT,PROD,72.0,05/03/0002,30/04/0002,8
1313,H13831655,,1,MT,PROD,72.0,05/03/0002,30/04/0002,8
1314,H13831661,,1,Not Defined,PROD,27.0,06/03/0002,30/04/0002,3
1315,H13831665,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1316,H13831669,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1317,H13831673,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1318,H13831677,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1319,H13831681,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1320,H13831685,H13831661,1,HT,PROD,4.5,06/03/0002,30/04/0002,1
1321,H13831689,,1,Not Defined,PROD,15.0,06/03/0002,30/04/0002,2
1322,H13831693,H13831689,1,HT,PROD,5.0,06/03/0002,30/04/0002,1
1323,H13831697,H13831689,1,HT,PROD,5.0,06/03/0002,30/04/0002,1
1324,H13831701,H13831689,1,HT,PROD,5.0,06/03/0002,30/04/0002,1
1325,H13831705,,1,Not Defined,PROD,15.0,06/03/0002,30/04/0002,2
1326,H13831709,H13831705,1,MT,PROD,5.0,06/03/0002,30/04/0002,1
1327,H13831713,H13831705,1,MT,PROD,5.0,06/03/0002,30/04/0002,1
1328,H13831717,H13831705,1,MT,PROD,5.0,06/03/0002,30/04/0002,1
1329,H13831745,,1,HT,E&I,20.0,09/03/0002,30/04/0002,2
1330,H13831748,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1331,H13831751,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1332,H13831754,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1333,H13831757,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1334,H13831760,H13831745,1,MT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1335,H13831763,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1336,H13831766,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1337,H13831769,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1338,H13831772,H13831745,1,HT,E&I,2.22222222222222,09/03/0002,30/04/0002,1
1339,H13831785,,1,HT,PROD,1.5,12/03/0002,30/04/0002,1
1340,H13831788,,1,HT,PROD,100.0,12/03/0002,30/04/0002,10
1341,H13831790,,1,HT,PROD,100.0,12/03/0002,30/04/0002,10
1342,H13831792,,1,HT,E&I,24.0,13/03/0002,30/04/0002,3
1343,H13831794,H13831792,1,HT,E&I,4.8,13/03/0002,30/04/0002,1
1344,H13831796,H13831792,1,HT,E&I,4.8,13/03/0002,30/04/0002,1
1345,H13831798,H13831792,1,HT,E&I,4.8,13/03/0002,30/04/0002,1
1346,H13831800,H13831792,1,HT,E&I,4.8,13/03/0002,30/04/0002,1
1347,H13831802,H13831792,1,HT,E&I,4.8,13/03/0002,30/04/0002,1
1348,H13831804,,1,HT,E&I,17.0,13/03/0002,30/04/0002,2
1349,H13831809,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1350,H13831814,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1351,H13831819,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1352,H13831824,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1353,H13831829,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1354,H13831834,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1355,H13831839,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1356,H13831844,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1357,H13831849,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1358,H13831854,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1359,H13831859,H13831804,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1360,H13831864,,1,HT,E&I,18.5,13/03/0002,30/04/0002,2
1361,H13831870,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1362,H13831876,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1363,H13831882,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1364,H13831888,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1365,H13831894,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1366,H13831900,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1367,H13831906,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1368,H13831912,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1369,H13831918,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1370,H13831924,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1371,H13831930,H13831864,1,HT,E&I,1.68181818181818,13/03/0002,30/04/0002,1
1372,H13831938,,1,HT,E&I,17.0,13/03/0002,30/04/0002,2
1373,H13831943,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1374,H13831948,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1375,H13831953,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1376,H13831958,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1377,H13831963,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1378,H13831968,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1379,H13831973,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1380,H13831978,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1381,H13831983,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1382,H13831988,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1383,H13831993,H13831938,1,HT,E&I,1.54545454545455,13/03/0002,30/04/0002,1
1384,H13832002,,1,HT,E&I,27.0,15/03/0002,30/04/0002,3
1385,H13832004,H13832002,1,HT,E&I,6.75,15/03/0002,30/04/0002,1
1386,H13832006,H13832002,1,HT,E&I,6.75,15/03/0002,30/04/0002,1
1387,H13832008,H13832002,1,HT,E&I,6.75,15/03/0002,30/04/0002,1
1388,H13832010,H13832002,1,HT,E&I,6.75,15/03/0002,30/04/0002,1
